value_ratio,time_delta,same_asset,hop_count,amount_similarity,degree,fanout,fanin,address_age,transaction_frequency,entity_evidence,path_length,relevance_score
0.8414,80.9,1,1,0.4918,2.0,0.5,1.5,72,22.8,1,2,35.77251394706728
0.9998,1.0,1,1,1.0,1.5,0.5,1.0,333,17.9,3,2,45.685890678757346
0.5861,1.0,1,2,0.6162,2.0,1.0,1.0,1,23.5,0,3,18.07253778140702
0.2945,36.6,1,2,0.0,7.33,0.67,6.67,524,77.1,0,3,28.508642581276
0.5559,1.0,0,4,0.5326,3.2,0.8,2.4,780,32.5,0,5,26.644810328096526
1.0,1.0,1,1,1.0,2.0,1.0,1.0,419,21.4,3,2,51.2747243025538
0.9995,1.0,1,1,1.0,2.0,1.0,1.0,157,24.2,0,2,22.866137250298035
0.9676,3.3,1,4,0.9872,2.6,0.8,1.8,35,26.3,1,5,30.922145769988536
0.5324,1.0,1,2,0.5,16.33,1.67,14.67,162,168.6,1,3,40.18955999080034
0.9986,34.9,1,2,0.9999,2.0,1.0,1.0,587,20.4,0,3,20.637714407934237
0.0805,1.0,1,1,0.0209,106.5,0.5,106.0,724,1065.2,0,2,57.10106868842885
0.3355,18.4,0,1,0.3589,2.5,1.5,1.0,739,27.7,2,2,41.86129273347952
0.9884,92.6,1,2,0.9899,1.67,0.67,1.0,63,26.3,0,3,26.036791090840893
0.9999,18.7,1,3,1.0,2.75,1.75,1.0,72,31.2,0,4,26.12633612949392
0.9993,1.0,1,3,1.0,1.75,0.75,1.0,654,18.9,0,4,21.95577103535433
0.3698,1.0,1,1,0.5314,1.5,1.0,0.5,55,23.2,0,2,15.901934340791488
0.996,44.2,0,1,0.9999,2.0,1.0,1.0,787,27.8,0,2,18.842173876245074
0.8736,1.0,1,4,0.6238,12.4,5.0,7.4,776,133.0,1,5,49.1644971620248
0.7169,1.0,1,2,0.5,4.0,0.67,3.33,721,47.2,1,3,34.579987578091306
0.9996,1.0,1,1,1.0,3.0,2.0,1.0,617,35.3,0,2,25.968882395129857
0.9999,1.0,1,2,1.0,1.67,1.0,0.67,129,17.8,0,3,26.244028461989465
1.0,1.0,1,4,1.0,2.0,1.0,1.0,456,21.7,0,5,31.666176020384206
1.0,25.5,1,2,1.0,2.67,1.67,1.0,778,28.8,0,3,21.527517041418875
0.2908,56.4,1,1,0.0,2.5,1.0,1.5,735,28.5,1,2,40.998094841642406
0.9314,1.0,1,5,0.8903,2.0,1.0,1.0,82,29.4,0,6,33.368908882388155
0.7877,1.0,1,3,0.8412,18.25,7.75,10.5,639,185.9,0,4,35.38857332105753
0.7019,1.0,1,2,0.5,9.33,1.67,7.67,431,107.2,1,3,38.08681724420101
0.4591,1.0,1,2,0.1596,5.67,0.67,5.0,561,56.9,0,3,28.757360489799556
0.9942,28.0,1,2,0.9974,2.33,1.33,1.0,856,32.6,0,3,21.137236822592012
0.0233,40.7,1,1,0.0,79.5,0.5,79.0,476,796.0,2,2,74.51333569212396
0.4585,1.0,1,3,0.4301,13.0,0.75,12.25,186,132.3,2,4,55.46925959354373
0.4524,23.5,1,1,0.3697,5.0,0.5,4.5,417,53.6,2,2,52.600268784255746
0.987,1.0,1,1,1.0,2.0,1.0,1.0,138,26.1,0,2,6.458512999180652
0.5152,47.7,1,2,0.5,40.0,0.67,39.33,207,402.9,1,3,70.70289883080837
0.9975,1.0,1,1,0.9999,2.0,1.5,0.5,766,21.1,0,2,24.03880254141935
0.609,27.0,1,6,0.5603,8.71,1.29,7.43,205,91.5,1,7,43.50944282841508
0.9366,1.0,1,1,0.9259,2.0,1.0,1.0,806,20.2,0,2,21.44177023782982
0.3466,24.3,1,1,0.2961,2.0,0.5,1.5,669,20.7,2,2,44.959786664732064
0.0459,1.0,1,1,0.0192,55.0,7.0,48.0,83,557.5,1,2,76.96068247868959
0.1486,176.1,1,1,0.0,4.0,0.5,3.5,28,41.3,0,2,33.514400327158626
0.0185,17.5,1,1,0.0,120.0,0.5,119.5,733,1201.9,1,2,64.12845991492703
0.7591,11.5,1,1,0.8776,24.0,2.0,22.0,90,243.9,1,2,50.025578876424184
0.9178,1.0,1,1,0.0,15.0,0.5,14.5,192,150.5,1,2,47.83928493276365
0.116,8.2,1,1,0.0,19.0,0.5,18.5,573,195.5,2,2,62.80235597233556
0.3437,50.9,0,2,0.6054,37.67,1.33,36.33,714,377.2,1,3,56.17541902954604
0.5922,1.0,1,1,0.8928,1.5,0.5,1.0,718,20.8,1,2,38.15383039162468
0.6139,1.0,0,1,0.5882,4.0,0.5,3.5,172,40.2,2,2,49.35785974241893
1.0,68.1,1,1,1.0,2.5,1.5,1.0,335,26.3,0,2,13.819841587556066
1.0,34.4,1,1,1.0,1.5,0.5,1.0,48,16.6,0,2,10.386589328847304
0.9911,20.0,1,2,0.9962,1.67,1.0,0.67,270,29.2,0,3,17.641648508436962
0.521,32.7,1,2,0.5,17.33,1.33,16.0,229,175.8,1,3,49.215007304695426
0.3731,1.0,1,1,0.2061,10.5,1.0,9.5,818,107.3,1,2,44.192286856036056
0.0337,33.0,1,1,0.0,143.5,1.0,142.5,685,1438.8,1,2,78.008207981443
0.5562,79.2,1,2,0.5124,2.33,1.0,1.33,130,35.8,0,3,28.578442799781563
0.9998,1.0,1,1,1.0,1.5,0.5,1.0,37,17.9,0,2,22.87432445597535
0.5523,96.3,1,2,0.5081,2.0,1.0,1.0,810,20.8,1,3,35.368963181889775
0.8109,16.4,1,1,0.2262,12.0,0.5,11.5,552,123.6,1,2,36.802502704485974
0.2293,1.0,0,2,0.2456,2.67,1.33,1.33,459,35.2,1,3,36.6740450888777
0.149,1.0,1,2,0.437,36.0,0.67,35.33,335,361.9,1,3,67.21727382671776
0.3067,82.0,0,1,0.0516,2.0,0.5,1.5,98,24.8,0,2,26.77195893738987
0.0489,116.3,0,1,0.0,50.0,1.0,49.0,60,501.6,1,2,72.85381714633338
0.6879,1.0,1,4,0.7286,2.2,1.0,1.2,523,28.1,0,5,24.226008895500417
0.9972,1.0,1,1,0.9997,2.0,1.0,1.0,493,20.7,3,2,42.41392677303239
0.7017,1.0,1,2,0.5134,3.0,0.67,2.33,143,38.4,0,3,24.98474334183654
1.0,1.0,1,3,1.0,2.0,1.0,1.0,265,25.1,3,4,52.96010383254575
0.7533,84.5,1,2,0.4966,3.67,0.67,3.0,478,42.0,3,3,52.10113550791024
0.4078,104.1,1,1,0.235,11.0,0.5,10.5,248,119.6,0,2,31.441277960490126
0.9991,23.9,1,3,0.9998,1.75,1.0,0.75,600,25.4,0,4,16.189134082314013
1.0,1.0,1,6,1.0,2.0,1.0,1.0,587,25.8,0,7,32.26127983140509
0.1588,50.1,1,1,0.1656,2.5,0.5,2.0,9,26.7,0,2,24.928440266601843
1.0,64.1,1,4,1.0,2.0,1.0,1.0,414,20.7,0,5,29.993049278266245
0.9986,1.0,1,1,0.9998,1.5,0.5,1.0,524,18.8,3,2,55.858788650856
0.4096,1.3,1,2,0.4284,2.0,0.67,1.33,703,22.4,1,3,35.02224397293586
0.9275,84.7,1,1,0.3463,2.0,0.5,1.5,437,22.4,1,2,28.669890692149988
0.6528,1.0,1,5,0.8015,24.0,0.83,23.17,168,240.4,1,6,43.894792538901314
0.3527,1.0,1,1,0.5206,32.5,1.0,31.5,255,330.7,1,2,49.42997758775188
1.0,1.0,1,1,1.0,2.0,1.0,1.0,599,26.3,0,2,10.781152124535074
0.9977,12.9,1,1,0.9997,1.5,0.5,1.0,589,19.5,3,2,54.99048629966342
1.0,70.8,1,5,1.0,2.0,1.0,1.0,368,31.1,3,6,54.89155382055828
0.0984,1.0,1,1,0.0,41.0,0.5,40.5,591,419.2,2,2,78.96544522053904
0.6739,1.0,1,2,0.6547,2.33,1.0,1.33,755,25.5,0,3,11.569177072822534
1.0,1.0,1,1,1.0,2.5,1.5,1.0,394,31.8,0,2,12.143070587066191
0.8334,1.0,1,3,0.9896,1.75,0.75,1.0,147,21.2,1,4,35.98611455296973
0.3069,54.5,1,2,0.0492,3.67,1.0,2.67,399,39.1,1,3,41.53966731338006
0.4391,24.5,1,4,0.6145,24.0,3.0,21.0,203,240.4,1,5,53.05358946187338
0.2184,1.0,1,1,0.0,9.5,0.5,9.0,470,96.7,2,2,57.36403432007531
0.8296,1.0,1,6,0.7075,2.0,1.0,1.0,144,21.0,0,7,37.75367908306377
0.6288,50.3,1,1,0.641,2.0,0.5,1.5,519,33.2,1,2,30.52706245919104
0.3531,108.2,1,2,0.2733,3.33,0.67,2.67,146,37.1,2,3,47.63660589136794
0.0992,77.5,1,1,0.082,7.0,2.0,5.0,75,73.0,1,2,41.15107839756796
0.5922,21.5,1,6,0.3762,17.86,1.0,16.86,47,181.9,1,7,68.18250554091334
0.7345,1.0,1,3,0.331,3.5,0.75,2.75,548,42.0,3,4,48.372065590534206
0.1766,1.0,1,3,0.7129,24.75,2.5,22.25,95,251.1,1,4,55.965084184751575
0.9332,1.0,0,2,0.8231,6.67,0.67,6.0,828,73.8,1,3,34.94784412655215
0.2115,1.0,1,1,0.0,8.0,0.5,7.5,641,85.5,2,2,56.2508880475858
0.6704,1.0,1,2,0.744,2.0,1.0,1.0,357,23.3,3,3,48.69073958157452
0.9977,1.0,1,1,0.9997,1.5,0.5,1.0,546,15.6,3,2,47.422797970400715
0.989,1.0,1,5,0.9994,2.0,1.0,1.0,346,27.8,0,6,28.513914526244488
0.3486,1.0,1,1,0.2464,4.5,1.0,3.5,660,49.2,1,2,54.02049919484482
0.8242,84.7,1,4,0.5,3.8,0.8,3.0,781,43.9,1,5,43.1905977467096
0.2415,51.5,1,2,0.0,12.67,0.67,12.0,624,130.2,0,3,33.76638030906558
0.5534,1.0,1,1,0.9462,2.0,1.0,1.0,94,25.2,2,2,36.29888221225346
0.0695,30.7,1,1,0.0,10.5,0.5,10.0,348,110.8,1,2,42.71014017439992
0.9562,1.0,1,1,0.9923,48.5,1.0,47.5,155,489.2,1,2,51.00433738184685
0.5,179.6,1,3,0.2135,8.75,0.75,8.0,446,87.8,2,4,51.55212378781641
0.9344,7.7,1,1,0.992,2.0,1.5,0.5,225,26.1,1,2,32.171837552018815
1.0,36.6,1,3,1.0,1.75,0.75,1.0,691,21.7,0,4,14.190387744607854
0.1925,50.1,1,1,0.0572,2.5,1.0,1.5,648,31.8,0,2,33.02315506421379
0.5643,1.0,1,1,0.4798,4.0,0.5,3.5,465,45.6,2,2,47.70578438865864
0.8987,1.0,1,5,0.8242,2.67,1.67,1.0,110,29.0,0,6,23.00791472665959
0.0225,1.0,1,1,0.0,37.5,0.5,37.0,668,387.1,1,2,64.4110568481895
0.297,1.0,1,1,0.1921,2.5,0.5,2.0,328,26.0,1,2,45.04313914434465
0.9992,87.7,1,1,1.0,1.5,0.5,1.0,355,16.0,0,2,20.84229912197764
0.9998,8.1,1,5,1.0,2.0,1.0,1.0,286,26.1,0,6,24.682211031195557
0.9998,24.2,1,1,1.0,2.0,1.5,0.5,381,27.5,0,2,16.876698753112667
1.0,1.0,1,1,1.0,2.0,1.0,1.0,325,31.7,3,2,48.61949589198476
0.0266,27.2,1,1,0.2088,124.0,3.0,121.0,183,1244.4,1,2,66.64988841406465
0.1245,1.0,1,1,0.0,11.5,0.5,11.0,350,119.2,1,2,35.018589276470266
1.0,1.0,1,4,1.0,2.0,1.0,1.0,426,25.1,3,5,63.77769936762338
0.3397,11.8,1,1,0.3688,2.5,1.0,1.5,799,30.4,1,2,35.4637826624395
0.0072,25.4,1,1,0.0,95.5,1.0,94.5,28,956.8,1,2,73.55721755984699
0.1856,89.1,1,1,0.2366,1.5,0.5,1.0,542,22.0,1,2,34.48574708064992
0.4896,1.0,1,2,0.0,2.33,0.67,1.67,301,27.4,3,3,56.19191662550751
0.9598,1.0,1,1,0.9754,10.0,1.0,9.0,726,100.7,0,2,23.77931874059049
0.6383,1.0,1,3,0.1306,3.5,2.0,1.5,177,37.3,1,4,32.48419565561404
1.0,1.0,1,1,1.0,2.0,1.0,1.0,576,26.9,0,2,30.078016709721453
0.4592,1.0,1,2,0.451,24.33,0.67,23.67,664,244.4,2,3,57.278443314996416
0.6872,71.8,1,3,0.6959,23.0,1.0,22.0,63,233.4,1,4,45.77388468795356
0.1711,124.9,1,1,0.1304,24.5,0.5,24.0,195,247.8,1,2,52.25726473417314
0.1131,1.0,1,1,0.0,46.0,1.0,45.0,725,466.8,1,2,75.95937316055388
0.4041,1.0,1,1,0.1902,2.5,1.5,1.0,538,34.7,0,2,26.739607516106812
0.98,1.0,1,5,1.0,2.0,1.17,0.83,211,28.2,0,6,18.32320299695916
0.9436,41.0,1,4,0.7493,1.8,1.0,0.8,721,27.4,1,5,41.86823987813209
1.0,58.4,1,2,1.0,1.67,0.67,1.0,344,19.8,0,3,22.866349976094007
0.1493,1.0,1,1,0.2141,14.0,1.5,12.5,146,145.2,2,2,58.4502699074362
0.4067,23.2,1,1,0.0,4.5,0.5,4.0,519,48.3,2,2,53.862410126715375
0.2758,1.0,1,1,0.0,3.0,2.0,1.0,694,32.7,1,2,51.39056416840867
0.0517,1.0,1,2,0.2721,11.0,1.0,10.0,475,117.7,1,3,56.064634379124016
0.4451,1.0,1,3,0.138,9.25,3.25,6.0,558,96.4,1,4,41.199142988942604
0.9999,1.0,1,1,1.0,2.5,1.5,1.0,149,25.4,0,2,26.82911276204289
0.4069,1.0,1,2,0.6649,2.0,0.67,1.33,375,24.2,0,3,25.17079470859366
0.9939,1.0,1,1,0.9999,2.0,1.5,0.5,407,22.3,0,2,20.787892575873983
0.8817,75.2,1,4,0.9887,2.0,1.0,1.0,90,29.5,0,5,13.701143342256557
0.0192,1.0,1,1,0.0,79.5,0.5,79.0,511,799.9,2,2,80.75869649208367
0.6648,69.2,1,3,0.5171,4.5,1.25,3.25,509,47.7,1,4,33.175624776356265
0.4927,40.0,1,1,0.0,10.0,0.5,9.5,738,102.3,2,2,58.86548387597001
0.9996,1.0,0,1,1.0,2.0,1.0,1.0,268,21.2,0,2,23.520305042126814
0.6954,1.0,1,1,0.9857,2.5,1.5,1.0,131,28.0,0,2,7.53137873330054
0.5726,1.0,1,2,0.0535,2.67,1.33,1.33,286,33.2,0,3,29.445322584724117
0.6764,52.1,0,3,0.6664,40.0,1.25,38.75,317,408.4,2,4,78.20026207864699
0.9842,1.0,1,1,0.9614,4.0,3.0,1.0,281,47.6,2,2,39.14533507898501
0.9881,26.3,1,2,0.9999,1.67,1.0,0.67,500,17.0,0,3,23.031289378945814
0.0312,1.0,0,1,0.0,59.0,0.5,58.5,168,591.2,1,2,73.51248700240434
0.3597,6.6,1,3,0.3098,2.5,0.75,1.75,434,27.8,3,4,60.452632691376536
0.3807,1.0,1,2,0.5697,3.0,2.33,0.67,305,30.7,1,3,33.38379024913272
0.7488,1.0,1,1,0.9648,2.0,0.5,1.5,419,32.1,1,2,22.40678668749679
0.3957,28.6,1,2,0.679,21.33,0.67,20.67,237,219.6,1,3,43.038320821595846
0.9974,19.3,1,1,0.9973,2.0,1.0,1.0,233,20.4,1,2,31.458214609657407
0.805,1.0,1,4,0.5773,2.0,1.0,1.0,784,26.8,0,5,27.381406255806365
0.5859,1.0,1,3,0.0563,9.0,0.75,8.25,218,95.0,1,4,45.988988681807186
0.6131,64.2,1,2,0.534,5.0,0.67,4.33,773,56.1,1,3,34.25519390987131
0.5431,79.9,1,2,0.7823,5.33,1.33,4.0,214,62.0,0,3,22.299769562528297
0.9955,53.7,1,5,0.8,3.0,1.0,2.0,744,30.8,0,6,32.44019427489738
0.9364,10.5,1,6,0.901,2.0,1.0,1.0,162,24.5,0,7,25.449077914403485
0.0171,40.8,1,1,0.0,62.5,0.5,62.0,515,634.9,1,2,64.24584498043438
0.8276,1.0,1,3,0.6523,3.0,1.0,2.0,710,31.7,0,4,29.451814708185452
0.5208,49.1,1,1,0.7872,2.5,0.5,2.0,8,28.5,1,2,29.253751214794292
0.494,116.4,1,1,0.0,1.5,1.0,0.5,557,15.7,0,2,26.885770170013057
0.7558,52.1,1,6,0.8283,13.57,1.0,12.57,27,137.1,1,7,55.62584679112275
0.4946,1.0,1,1,0.0,2.0,1.0,1.0,514,22.5,1,2,37.799773590522655
0.2832,1.0,1,1,0.3648,3.5,0.5,3.0,209,36.8,1,2,37.26388979406687
0.3216,1.0,1,1,0.0,38.5,0.5,38.0,546,391.7,1,2,59.433617299278175
0.2705,1.0,1,1,0.0,8.0,0.5,7.5,491,81.3,2,2,51.95847862492026
0.4935,181.0,1,2,0.0412,3.0,0.67,2.33,323,30.2,1,3,41.802964185368076
0.9916,3.4,1,6,0.9995,2.14,1.14,1.0,234,22.1,0,7,18.070960018651572
1.0,1.0,1,4,1.0,2.0,1.0,1.0,308,20.6,3,5,53.905462091650946
0.8151,7.6,1,2,0.4997,6.67,0.67,6.0,320,68.1,3,3,59.07517686356457
0.9998,20.4,1,3,1.0,2.0,1.25,0.75,323,25.6,0,4,21.52633109883501
0.0518,1.0,0,1,0.0,47.0,0.5,46.5,164,474.5,1,2,75.38453231824886
0.4255,19.2,1,1,0.6334,3.0,0.5,2.5,74,38.5,0,2,24.471835358400188
0.2759,72.7,1,1,0.8623,4.0,1.0,3.0,220,44.2,0,2,28.215386289988693
0.0199,1.0,1,1,0.0,40.0,1.0,39.0,327,401.3,0,2,50.91218069099682
0.8384,141.8,1,5,0.5728,14.67,8.83,5.83,727,150.7,0,6,36.57968171491287
0.061,1.0,1,1,0.0,29.5,0.5,29.0,313,295.8,2,2,71.46431796547225
0.4878,1.0,1,1,0.0,26.0,1.5,24.5,681,261.0,1,2,51.962669606306505
0.0484,1.0,1,2,0.0227,28.67,1.0,27.67,73,296.8,1,3,66.87557094437565
0.9995,20.7,1,2,1.0,1.67,0.67,1.0,146,24.2,0,3,31.741775054902877
0.5639,1.0,1,1,0.9393,2.0,1.0,1.0,717,23.1,0,2,18.44554126005871
0.5956,1.0,0,2,0.5,10.0,0.67,9.33,272,106.7,1,3,44.21317801275215
0.7315,1.0,1,4,0.9591,2.0,1.0,1.0,846,23.9,0,5,23.81025755230493
0.8028,1.0,1,3,0.6667,10.0,1.25,8.75,656,104.8,0,4,27.425272942890118
0.461,1.0,1,1,0.9697,8.0,1.5,6.5,376,90.2,1,2,23.604385733205348
0.9017,53.8,1,1,0.7657,2.0,1.5,0.5,366,21.3,0,2,16.294849342589803
0.6836,78.9,1,6,0.6667,24.86,1.14,23.71,746,250.9,1,7,50.544293081908194
0.1873,57.4,0,4,0.0918,29.8,0.8,29.0,296,300.3,0,5,63.76799230548548
1.0,37.8,1,2,1.0,1.67,0.67,1.0,708,19.4,0,3,18.557220816085298
0.4895,1.0,1,1,0.1343,3.0,1.0,2.0,1,37.2,0,2,25.728879275964267
0.6615,1.0,1,2,0.4525,2.0,1.0,1.0,185,21.9,0,3,29.724732194879614
0.6158,64.1,1,1,0.0,4.0,0.5,3.5,162,41.7,2,2,43.349654176920914
0.2802,29.6,1,4,0.205,17.0,1.2,15.8,691,173.5,0,5,39.0042912126693
0.2141,111.7,1,1,0.3154,6.5,1.0,5.5,388,67.1,1,2,37.92792158163272
0.3823,77.7,1,3,0.3461,15.5,1.5,14.0,207,160.0,1,4,53.656733608049315
0.9664,1.0,1,1,0.9873,2.0,1.0,1.0,592,20.7,0,2,20.624230371824535
0.9508,87.7,1,1,0.9973,3.5,1.0,2.5,693,36.8,1,2,29.750656752483856
1.0,1.0,0,3,1.0,2.0,1.0,1.0,663,25.3,0,4,21.74746164204617
0.4197,24.0,1,2,0.467,24.0,0.67,23.33,488,240.3,1,3,55.25157865051471
1.0,20.2,1,4,1.0,2.0,1.0,1.0,331,21.3,0,5,23.77306067241579
0.7863,1.0,1,2,0.6411,2.0,1.0,1.0,99,27.5,0,3,17.892413055844443
0.0074,28.5,1,1,0.0,120.0,0.5,119.5,582,1201.8,1,2,71.67246495688971
0.9986,74.2,1,1,0.9949,2.5,0.5,2.0,444,29.3,1,2,22.406923880914267
0.8643,36.5,1,5,0.6607,2.83,1.17,1.67,771,31.4,2,6,48.731949159849684
1.0,1.0,1,1,1.0,2.5,1.5,1.0,259,28.2,0,2,15.810512202275419
0.9009,12.1,1,3,0.4077,11.0,3.5,7.5,725,114.3,0,4,46.79010163496017
0.0656,62.7,0,1,0.0,32.5,0.5,32.0,594,328.6,2,2,71.93352432045762
0.3155,41.8,1,1,0.0,4.5,3.0,1.5,602,52.8,2,2,42.163948423472135
0.1448,1.0,1,1,0.0,13.0,0.5,12.5,774,132.6,1,2,46.619861820959166
0.6023,59.9,1,3,0.3507,3.75,1.0,2.75,81,44.5,1,4,41.59438084363472
0.3703,32.7,1,1,0.3215,3.5,1.0,2.5,629,36.3,1,2,44.47452830235199
0.5595,1.0,0,3,0.6527,26.25,1.5,24.75,67,262.7,1,4,51.4840246616569
0.6344,1.0,0,3,0.147,4.25,1.5,2.75,608,49.4,2,4,43.188113630488516
0.6864,87.7,1,3,0.6814,2.5,1.0,1.5,777,28.8,1,4,38.47806608702224
0.4258,64.3,1,3,0.3139,9.75,0.75,9.0,674,99.2,2,4,46.842272166183164
0.1127,1.0,0,1,0.0,23.0,1.0,22.0,345,240.5,1,2,53.37209926884048
0.9983,1.0,1,3,0.9971,3.25,1.25,2.0,540,35.4,1,4,30.840430503168616
0.9997,1.0,1,1,1.0,2.0,1.0,1.0,278,23.2,0,2,17.564002033242097
0.0345,2.6,1,1,0.0,29.5,0.5,29.0,269,296.2,2,2,74.65712166668582
0.0347,1.0,1,1,0.0,30.0,0.5,29.5,243,306.4,2,2,67.79874432286121
0.7331,1.0,0,3,0.7096,2.25,0.75,1.5,244,24.2,0,4,23.007042881892836
0.9999,1.0,1,3,1.0,1.75,1.0,0.75,161,17.5,0,4,20.999652536427227
0.1713,5.4,1,1,0.1432,47.0,0.5,46.5,93,470.3,1,2,69.22954388236587
0.0256,11.2,1,2,0.0,27.67,1.0,26.67,213,279.3,1,3,61.40152748245784
0.8688,1.0,1,5,0.8845,3.5,1.5,2.0,720,36.9,1,6,39.01211049317522
0.4273,59.8,1,4,0.2826,5.2,0.8,4.4,133,53.0,0,5,36.76447261090837
0.9989,1.0,1,4,1.0,2.4,1.4,1.0,528,24.6,0,5,25.251441463970444
0.5579,1.0,1,3,0.5766,2.0,0.75,1.25,774,20.9,1,4,37.94226489746201
0.9999,1.0,1,4,1.0,2.2,1.2,1.0,69,23.4,0,5,14.684195012911932
0.4677,36.1,1,3,0.1302,2.0,1.25,0.75,85,21.3,0,4,29.997368918261458
0.9887,37.2,1,6,0.9998,2.0,1.0,1.0,232,23.1,1,7,38.49379985344849
0.8794,1.0,1,1,0.0,2.0,1.0,1.0,495,20.7,0,2,31.697142840665308
1.0,1.0,1,3,1.0,2.25,1.25,1.0,754,28.7,0,4,17.9177212453789
0.4964,1.0,1,1,0.1998,5.5,0.5,5.0,569,61.5,2,2,45.730605961921285
0.7654,10.8,1,5,0.7933,26.5,1.0,25.5,429,268.4,1,6,53.975748434502606
0.9999,55.3,1,2,1.0,1.67,0.67,1.0,515,27.6,0,3,22.124765391426294
0.998,1.0,1,3,0.9999,2.0,1.0,1.0,74,21.9,0,4,26.68155863666649
1.0,70.7,1,1,1.0,1.5,0.5,1.0,178,22.3,0,2,15.16944396683368
0.3656,30.5,1,1,0.0,5.5,0.5,5.0,458,58.7,2,2,55.66320768261748
0.1433,1.0,1,1,0.2823,16.0,1.0,15.0,264,173.4,1,2,47.76730672572239
0.591,1.0,1,2,0.0053,2.67,0.67,2.0,765,34.3,1,3,39.75910442991567
1.0,51.8,1,5,1.0,3.0,1.0,2.0,702,36.6,1,6,34.00555793322779
0.8025,1.0,1,5,0.6912,11.33,4.5,6.83,684,114.1,1,6,47.57344133843272
0.5031,85.8,1,1,0.4448,1.5,0.5,1.0,506,16.5,0,2,24.2727175393024
0.5601,1.0,1,2,0.9434,1.67,0.67,1.0,406,21.8,0,3,32.13402492464619
0.5671,1.0,1,1,0.1301,5.0,0.5,4.5,699,53.6,0,2,24.894253884974127
0.6258,39.3,0,4,0.3398,3.8,0.8,3.0,149,47.7,1,5,43.766743653384935
0.9989,78.7,1,3,1.0,2.25,1.25,1.0,838,26.3,0,4,18.051652001528545
0.9989,80.1,0,3,1.0,2.75,1.75,1.0,691,29.8,0,4,16.610998042033295
0.6572,1.0,1,4,0.6255,2.8,1.0,1.8,544,28.1,0,5,27.18262151645535
0.9978,55.9,1,1,0.9996,2.5,1.5,1.0,517,25.7,0,2,18.53672109126915
0.3164,3.9,1,1,0.0,45.5,1.5,44.0,257,458.5,1,2,84.04212303738396
0.8132,1.0,1,4,0.4377,3.0,1.0,2.0,535,37.6,0,5,28.562376759859358
1.0,1.0,1,1,1.0,2.0,1.0,1.0,369,20.5,3,2,41.874322974987535
0.9289,24.1,1,1,0.8296,5.0,3.0,2.0,767,59.5,0,2,23.09466325503702
0.566,13.9,1,1,0.9401,1.5,0.5,1.0,102,25.2,1,2,17.535733935088512
0.1164,1.0,1,2,0.2707,24.33,0.67,23.67,435,244.5,0,3,45.117468187849475
0.4063,1.0,1,3,0.2733,20.25,1.0,19.25,647,211.0,0,4,44.00161349051845
0.5096,15.9,1,1,0.9631,2.0,1.0,1.0,656,24.1,0,2,22.401990021950716
0.9995,1.0,1,3,1.0,1.75,0.75,1.0,104,19.9,0,4,26.295725476979033
0.93,41.4,1,6,0.8802,2.14,1.14,1.0,569,27.0,0,7,24.66415241216725
0.6337,26.8,1,3,0.5062,2.25,1.0,1.25,553,25.1,1,4,35.38109133608729
0.6717,27.7,1,1,0.0,1.5,0.5,1.0,291,22.4,1,2,33.63738201437565
0.6333,13.3,1,2,0.8219,2.33,1.0,1.33,244,25.3,3,3,45.55566304394871
0.7336,1.0,0,5,0.9668,2.33,1.33,1.0,217,29.1,0,6,26.928244435129752
1.0,65.6,1,1,1.0,2.0,1.0,1.0,586,25.7,0,2,10.752134970076625
0.9639,50.0,1,5,0.9552,2.17,1.17,1.0,13,29.3,0,6,22.737103298313894
0.9996,81.2,1,1,1.0,2.0,1.0,1.0,254,21.3,1,2,21.945481491732025
0.3515,1.0,1,2,0.1186,11.33,0.67,10.67,706,120.9,1,3,49.40632722361258
0.9995,1.0,1,1,1.0,1.5,0.5,1.0,40,21.5,0,2,27.386550924127057
0.8517,57.0,1,5,0.839,2.0,1.0,1.0,680,24.7,0,6,18.91928211746508
1.0,1.0,1,3,1.0,1.75,1.0,0.75,337,20.9,3,4,41.40439574363417
0.2369,1.0,1,3,0.2545,52.75,0.75,52.0,243,533.2,2,4,81.78726391201832
1.0,16.2,0,1,1.0,1.5,0.5,1.0,739,22.9,0,2,17.877884362656967
0.6982,1.0,1,5,0.8166,3.67,1.0,2.67,288,39.6,0,6,28.968521139678533
0.3549,1.0,1,1,0.0,3.5,0.5,3.0,696,35.4,1,2,36.981761012895994
0.6535,1.0,1,1,0.9672,1.5,0.5,1.0,84,20.0,1,2,27.093624502201717
1.0,52.4,1,1,1.0,1.5,0.5,1.0,880,15.7,1,2,29.193788300987716
0.6449,1.0,1,3,0.4974,25.25,0.75,24.5,83,255.2,2,4,71.26780844649808
0.4314,23.8,1,1,0.0,5.0,0.5,4.5,548,55.9,1,2,30.25900915938613
0.3157,19.0,1,1,0.3856,8.5,0.5,8.0,157,90.2,1,2,37.710999761913875
0.6693,1.0,1,1,0.0,3.0,0.5,2.5,278,33.5,1,2,40.153910432008814
0.8739,55.8,1,1,0.2509,8.0,6.5,1.5,233,80.4,1,2,34.77575283432198
0.9998,37.2,1,3,1.0,2.0,1.0,1.0,701,22.3,0,4,30.07390898906467
0.8565,1.0,1,1,0.7902,2.5,1.5,1.0,286,26.9,0,2,17.04803583239227
1.0,12.8,1,4,1.0,2.8,1.8,1.0,620,36.5,0,5,23.45864127926821
